Topic_01,0.0643,Topic_02,0.0509,Topic_03,0.0573,Topic_04,0.0482,Topic_05,0.0450,Topic_06,0.0777,Topic_07,0.0402,Topic_08,0.0503,Topic_09,0.0498,Topic_10,0.0546,Topic_11,0.0434,Topic_12,0.0541,Topic_13,0.0434,Topic_14,0.0445,Topic_15,0.0493,Topic_16,0.0380,Topic_17,0.0412,Topic_18,0.0600,Topic_19,0.0498,Topic_20,0.0380,
10 (D=251),0.3000,10 (D=251),0.2421,2 (D=519),0.4953,2 (D=519),0.2222,2 (D=519),0.4762,8 (D=83),0.4276,2 (D=519),0.3867,2 (D=519),0.2660,2 (D=519),0.2581,10 (D=251),0.2941,2 (D=519),0.2469,2 (D=519),0.4059,7 (D=163),0.2469,2 (D=519),0.4578,10 (D=251),0.2391,1 (D=148),0.3944,2 (D=519),0.4416,2 (D=519),0.4286,4 (D=126),0.3978,1 (D=148),0.3521,
2 (D=519),0.2333,7 (D=163),0.2105,12 (D=37),0.1589,1 (D=148),0.1667,1 (D=148),0.2024,13 (D=60),0.3724,4 (D=126),0.1067,10 (D=251),0.2021,10 (D=251),0.2258,7 (D=163),0.2745,1 (D=148),0.1852,10 (D=251),0.1683,10 (D=251),0.2346,4 (D=126),0.2048,7 (D=163),0.1848,2 (D=519),0.3380,1 (D=148),0.2078,10 (D=251),0.2232,11 (D=36),0.2688,2 (D=519),0.3239,
7 (D=163),0.2167,2 (D=519),0.1895,10 (D=251),0.0654,10 (D=251),0.1222,14 (D=22),0.1190,2 (D=519),0.1034,7 (D=163),0.1067,4 (D=126),0.1596,7 (D=163),0.1290,2 (D=519),0.1765,10 (D=251),0.1605,1 (D=148),0.0792,2 (D=519),0.1605,10 (D=251),0.0843,2 (D=519),0.1522,4 (D=126),0.0563,10 (D=251),0.0909,4 (D=126),0.0804,2 (D=519),0.1505,8 (D=83),0.0704,
9 (D=63),0.0917,1 (D=148),0.0526,1 (D=148),0.0467,5 (D=50),0.0778,4 (D=126),0.0476,9 (D=63),0.0138,10 (D=251),0.1067,5 (D=50),0.1170,9 (D=63),0.1075,5 (D=50),0.0784,7 (D=163),0.1111,4 (D=126),0.0792,9 (D=63),0.0741,11 (D=36),0.0602,1 (D=148),0.0870,7 (D=163),0.0423,4 (D=126),0.0519,12 (D=37),0.0714,7 (D=163),0.0645,14 (D=22),0.0563,
1 (D=148),0.0250,4 (D=126),0.0526,4 (D=126),0.0467,3 (D=12),0.0667,7 (D=163),0.0238,10 (D=251),0.0138,6 (D=17),0.0800,9 (D=63),0.0745,5 (D=50),0.0860,9 (D=63),0.0392,4 (D=126),0.0494,7 (D=163),0.0792,4 (D=126),0.0617,1 (D=148),0.0482,9 (D=63),0.0761,14 (D=22),0.0423,9 (D=63),0.0390,7 (D=163),0.0625,13 (D=60),0.0215,9 (D=63),0.0423,
4 (D=126),0.0250,8 (D=83),0.0421,9 (D=63),0.0374,4 (D=126),0.0667,11 (D=36),0.0238,12 (D=37),0.0138,3 (D=12),0.0533,1 (D=148),0.0426,1 (D=148),0.0538,14 (D=22),0.0294,14 (D=22),0.0494,9 (D=63),0.0594,5 (D=50),0.0494,5 (D=50),0.0482,8 (D=83),0.0652,3 (D=12),0.0141,12 (D=37),0.0390,5 (D=50),0.0357,1 (D=148),0.0108,12 (D=37),0.0423,
5 (D=50),0.0250,9 (D=63),0.0421,7 (D=163),0.0280,9 (D=63),0.0667,12 (D=37),0.0238,1 (D=148),0.0069,1 (D=148),0.0400,7 (D=163),0.0426,4 (D=126),0.0538,1 (D=148),0.0196,6 (D=17),0.0370,5 (D=50),0.0495,8 (D=83),0.0494,3 (D=12),0.0120,5 (D=50),0.0435,5 (D=50),0.0141,7 (D=163),0.0260,3 (D=12),0.0179,3 (D=12),0.0108,3 (D=12),0.0141,
8 (D=83),0.0167,3 (D=12),0.0316,8 (D=83),0.0280,6 (D=17),0.0556,3 (D=12),0.0119,3 (D=12),0.0069,9 (D=63),0.0267,6 (D=17),0.0213,13 (D=60),0.0215,4 (D=126),0.0196,9 (D=63),0.0370,12 (D=37),0.0198,1 (D=148),0.0247,6 (D=17),0.0120,4 (D=126),0.0326,6 (D=17),0.0141,11 (D=36),0.0260,6 (D=17),0.0179,5 (D=50),0.0108,4 (D=126),0.0141,
13 (D=60),0.0167,6 (D=17),0.0316,11 (D=36),0.0280,7 (D=163),0.0556,5 (D=50),0.0119,4 (D=126),0.0069,11 (D=36),0.0267,8 (D=83),0.0213,3 (D=12),0.0108,13 (D=60),0.0196,5 (D=50),0.0247,3 (D=12),0.0099,6 (D=17),0.0247,7 (D=163),0.0120,13 (D=60),0.0326,8 (D=83),0.0141,3 (D=12),0.0130,11 (D=36),0.0179,6 (D=17),0.0108,5 (D=50),0.0141,
14 (D=22),0.0167,12 (D=37),0.0316,13 (D=60),0.0187,8 (D=83),0.0333,6 (D=17),0.0119,5 (D=50),0.0069,5 (D=50),0.0133,3 (D=12),0.0106,6 (D=17),0.0108,3 (D=12),0.0098,8 (D=83),0.0247,6 (D=17),0.0099,12 (D=37),0.0247,8 (D=83),0.0120,3 (D=12),0.0217,9 (D=63),0.0141,5 (D=50),0.0130,1 (D=148),0.0089,8 (D=83),0.0108,6 (D=17),0.0141,
3 (D=12),0.0083,5 (D=50),0.0211,14 (D=22),0.0187,12 (D=37),0.0333,8 (D=83),0.0119,6 (D=17),0.0069,8 (D=83),0.0133,11 (D=36),0.0106,8 (D=83),0.0108,6 (D=17),0.0098,11 (D=36),0.0247,8 (D=83),0.0099,3 (D=12),0.0123,9 (D=63),0.0120,6 (D=17),0.0217,10 (D=251),0.0141,6 (D=17),0.0130,8 (D=83),0.0089,9 (D=63),0.0108,7 (D=163),0.0141,
6 (D=17),0.0083,11 (D=36),0.0211,3 (D=12),0.0093,11 (D=36),0.0111,9 (D=63),0.0119,7 (D=163),0.0069,12 (D=37),0.0133,12 (D=37),0.0106,11 (D=36),0.0108,8 (D=83),0.0098,12 (D=37),0.0247,11 (D=36),0.0099,11 (D=36),0.0123,12 (D=37),0.0120,12 (D=37),0.0217,11 (D=36),0.0141,8 (D=83),0.0130,9 (D=63),0.0089,10 (D=251),0.0108,10 (D=251),0.0141,
11 (D=36),0.0083,14 (D=22),0.0211,5 (D=50),0.0093,13 (D=60),0.0111,10 (D=251),0.0119,11 (D=36),0.0069,13 (D=60),0.0133,13 (D=60),0.0106,12 (D=37),0.0108,11 (D=36),0.0098,3 (D=12),0.0123,13 (D=60),0.0099,13 (D=60),0.0123,13 (D=60),0.0120,11 (D=36),0.0109,12 (D=37),0.0141,13 (D=60),0.0130,13 (D=60),0.0089,12 (D=37),0.0108,11 (D=36),0.0141,
12 (D=37),0.0083,13 (D=60),0.0105,6 (D=17),0.0093,14 (D=22),0.0111,13 (D=60),0.0119,14 (D=22),0.0069,14 (D=22),0.0133,14 (D=22),0.0106,14 (D=22),0.0108,12 (D=37),0.0098,13 (D=60),0.0123,14 (D=22),0.0099,14 (D=22),0.0123,14 (D=22),0.0120,14 (D=22),0.0109,13 (D=60),0.0141,14 (D=22),0.0130,14 (D=22),0.0089,14 (D=22),0.0108,13 (D=60),0.0141,
